applicant_position,sex_code,sex_group,group,nearest_other_group_position,nearest_other_sex_code,nearest_other_sex_group,nearest_other_group,feature_distance,original_probability,neighbour_probability,probability_difference,original_actual_default,neighbour_actual_default
5317,1,Male,Male (SEX=1),2596,2,Female,Female (SEX=2),0.8096378058930553,0.13631144,0.16481696,0.028505520000000006,0,0
5318,1,Male,Male (SEX=1),1733,2,Female,Female (SEX=2),0.733463179198144,0.36276612,0.38490492,0.02213879999999996,1,0
5319,1,Male,Male (SEX=1),3213,2,Female,Female (SEX=2),0.9181285039773787,0.2449037,0.15699129,0.08791241,0,0
5320,1,Male,Male (SEX=1),1326,2,Female,Female (SEX=2),1.847771808147862,0.051942233,0.04125337,0.010688863,0,0
5321,1,Male,Male (SEX=1),756,2,Female,Female (SEX=2),0.23136195759127773,0.25527245,0.2278688,0.027403649999999974,0,0
5322,1,Male,Male (SEX=1),573,2,Female,Female (SEX=2),1.142095596143344,0.05682373,0.050335646,0.006488084000000005,0,0
5323,1,Male,Male (SEX=1),1362,2,Female,Female (SEX=2),1.3150045159923096,0.28368276,0.28328285,0.0003999100000000033,0,0
5324,1,Male,Male (SEX=1),518,2,Female,Female (SEX=2),0.2735629765286496,0.10384262,0.10384262,0.0,0,0
5325,1,Male,Male (SEX=1),4423,2,Female,Female (SEX=2),5.115894064123828,0.21474597,0.0659973,0.14874867000000003,1,1
5326,1,Male,Male (SEX=1),5063,2,Female,Female (SEX=2),0.9244343469094798,0.09615794,0.14891268,0.052754739999999994,0,0
5327,1,Male,Male (SEX=1),5075,2,Female,Female (SEX=2),2.5166082247377686,0.18120562,0.12063014,0.060575480000000015,1,0
5328,1,Male,Male (SEX=1),588,2,Female,Female (SEX=2),3.9603334185043977,0.12603424,0.119013086,0.007021153999999988,0,0
5329,1,Male,Male (SEX=1),3184,2,Female,Female (SEX=2),0.3446681242483955,0.1819736,0.17721562,0.004757980000000023,0,0
5330,1,Male,Male (SEX=1),405,2,Female,Female (SEX=2),1.1233462161906445,0.06182379,0.08124491,0.01942112,0,0
5331,1,Male,Male (SEX=1),3067,2,Female,Female (SEX=2),1.1996936240109544,0.047228992,0.051277205,0.004048213000000002,0,0
5332,1,Male,Male (SEX=1),948,2,Female,Female (SEX=2),2.6324197164326733,0.036780823,0.038789522,0.0020086990000000027,1,0
5333,1,Male,Male (SEX=1),11,2,Female,Female (SEX=2),1.3656239954691591,0.1903462,0.15596688,0.03437931999999999,0,1
5334,1,Male,Male (SEX=1),3978,2,Female,Female (SEX=2),1.2029555066312745,0.057348493,0.05476906,0.002579432999999999,0,0
5335,1,Male,Male (SEX=1),3517,2,Female,Female (SEX=2),1.7659722609972182,0.5188577,0.79189336,0.27303566,1,1
5336,1,Male,Male (SEX=1),2550,2,Female,Female (SEX=2),0.22261894227813586,0.26853028,0.20170033,0.06682995,0,0
5337,1,Male,Male (SEX=1),4999,2,Female,Female (SEX=2),3.0733088423413766,0.58726054,0.81354004,0.22627949999999997,1,1
5338,1,Male,Male (SEX=1),655,2,Female,Female (SEX=2),1.7665880029417274,0.15703538,0.14814912,0.008886260000000007,0,0
5339,1,Male,Male (SEX=1),1304,2,Female,Female (SEX=2),1.139570427793729,0.04751971,0.073004134,0.025484424,0,0
5340,1,Male,Male (SEX=1),2349,2,Female,Female (SEX=2),1.1649214975828315,0.13785484,0.18280435,0.04494951,0,0
5341,1,Male,Male (SEX=1),3034,2,Female,Female (SEX=2),0.943424044696361,0.0976553,0.17137975,0.07372445,0,1
5342,1,Male,Male (SEX=1),5063,2,Female,Female (SEX=2),1.0572311434087935,0.37303507,0.14891268,0.22412239000000003,1,0
5343,1,Male,Male (SEX=1),535,2,Female,Female (SEX=2),1.2250775846543587,0.040135425,0.049889226,0.009753801,0,0
5344,1,Male,Male (SEX=1),1615,2,Female,Female (SEX=2),1.7317343067887228,0.038160086,0.040231988,0.0020719020000000005,0,0
5345,1,Male,Male (SEX=1),2443,2,Female,Female (SEX=2),1.3122434123026976,0.10168724,0.08252709,0.01916015,0,0
5346,1,Male,Male (SEX=1),2445,2,Female,Female (SEX=2),0.0,0.27418044,0.27418044,0.0,0,0
5347,1,Male,Male (SEX=1),1522,2,Female,Female (SEX=2),1.0615453007690816,0.7714388,0.72606343,0.045375370000000026,1,1
5348,1,Male,Male (SEX=1),1235,2,Female,Female (SEX=2),1.0313873986261741,0.2217254,0.24047302,0.01874762000000002,0,0
5349,1,Male,Male (SEX=1),5068,2,Female,Female (SEX=2),1.1689205068325201,0.15584914,0.13780786,0.018041279999999993,0,0
5350,1,Male,Male (SEX=1),3074,2,Female,Female (SEX=2),2.2010757054645453,0.09881678,0.10393606,0.00511927999999999,0,0
5351,1,Male,Male (SEX=1),4327,2,Female,Female (SEX=2),2.8786486004809775,0.20003282,0.1932524,0.006780420000000009,0,0
5352,1,Male,Male (SEX=1),3215,2,Female,Female (SEX=2),2.306507059374703,0.09686016,0.052597623,0.044262537,0,0
5353,1,Male,Male (SEX=1),1003,2,Female,Female (SEX=2),1.8906681934028278,0.68189067,0.66038334,0.021507330000000047,1,0
5354,1,Male,Male (SEX=1),1291,2,Female,Female (SEX=2),2.1419996127750554,0.23956905,0.19234908,0.04721997,1,0
5355,1,Male,Male (SEX=1),5795,2,Female,Female (SEX=2),0.34704410797318835,0.13675007,0.14524932,0.008499249999999986,0,0
5356,1,Male,Male (SEX=1),1752,2,Female,Female (SEX=2),1.6317229407179914,0.21825068,0.09208056,0.12617012,0,0
5357,1,Male,Male (SEX=1),643,2,Female,Female (SEX=2),0.6174031522810692,0.81012124,0.8057221,0.004399139999999968,1,1
5358,1,Male,Male (SEX=1),5635,2,Female,Female (SEX=2),4.239020574435771,0.17223707,0.04836671,0.12387035999999998,0,0
5359,1,Male,Male (SEX=1),3687,2,Female,Female (SEX=2),3.099222768658994,0.04628948,0.22353663,0.17724715,0,0
5360,1,Male,Male (SEX=1),5583,2,Female,Female (SEX=2),1.4245023307442335,0.16647635,0.21751629,0.051039940000000006,1,1
5361,1,Male,Male (SEX=1),3464,2,Female,Female (SEX=2),0.7551468272446384,0.2784076,0.23005748,0.04835011999999997,0,0
5362,1,Male,Male (SEX=1),1455,2,Female,Female (SEX=2),1.7892677163299044,0.08203965,0.048606157,0.03343349300000001,0,0
5363,1,Male,Male (SEX=1),5223,2,Female,Female (SEX=2),3.601747859962239,0.13206895,0.0781356,0.05393334999999999,1,0
5364,1,Male,Male (SEX=1),3267,2,Female,Female (SEX=2),0.2900010317469741,0.22008467,0.22879806,0.008713389999999988,0,0
5365,1,Male,Male (SEX=1),1331,2,Female,Female (SEX=2),0.9720088144875968,0.2463198,0.17142808,0.07489172,0,0
5366,1,Male,Male (SEX=1),1160,2,Female,Female (SEX=2),0.5535025680859875,0.07111095,0.07713947,0.0060285199999999955,1,0
5367,1,Male,Male (SEX=1),1684,2,Female,Female (SEX=2),0.7999833460782466,0.05490091,0.10468938,0.04978847,0,1
5368,1,Male,Male (SEX=1),3463,2,Female,Female (SEX=2),2.415347177695942,0.035987135,0.06575633,0.029769195,0,0
5369,1,Male,Male (SEX=1),5735,2,Female,Female (SEX=2),0.5820856418901955,0.15987155,0.19475396,0.03488241,0,1
5370,1,Male,Male (SEX=1),762,2,Female,Female (SEX=2),2.322209388091139,0.8660485,0.80806583,0.057982670000000014,1,1
5371,1,Male,Male (SEX=1),3029,2,Female,Female (SEX=2),1.4965851060900779,0.121529676,0.14606889,0.024539214000000004,0,1
5372,1,Male,Male (SEX=1),5166,2,Female,Female (SEX=2),0.9382682542141628,0.11644185,0.114382654,0.0020591959999999992,0,0
5373,1,Male,Male (SEX=1),5028,2,Female,Female (SEX=2),4.010204066356668,0.22648619,0.20135942,0.025126769999999993,0,0
5374,1,Male,Male (SEX=1),885,2,Female,Female (SEX=2),4.964480056285524,0.045896366,0.09305263,0.047156263999999996,0,0
5375,1,Male,Male (SEX=1),2003,2,Female,Female (SEX=2),0.7593066486785793,0.22591512,0.22633225,0.00041713000000001554,0,1
5376,1,Male,Male (SEX=1),151,2,Female,Female (SEX=2),3.371087344680959,0.45178235,0.5901862,0.13840385,1,1
5377,1,Male,Male (SEX=1),3417,2,Female,Female (SEX=2),1.564231057963435,0.18377578,0.15836841,0.025407370000000012,1,0
5378,1,Male,Male (SEX=1),5599,2,Female,Female (SEX=2),0.8173741668035901,0.054672044,0.066735305,0.012063260999999992,0,0
5379,1,Male,Male (SEX=1),487,2,Female,Female (SEX=2),3.1041957686084363,0.7832678,0.7777916,0.005476199999999931,0,1
5380,1,Male,Male (SEX=1),495,2,Female,Female (SEX=2),2.3410193234123664,0.41222075,0.33859032,0.07363043000000002,0,0
5381,1,Male,Male (SEX=1),5035,2,Female,Female (SEX=2),1.8139159761413401,0.04887165,0.042016253,0.006855396999999999,0,0
5382,1,Male,Male (SEX=1),3528,2,Female,Female (SEX=2),0.7671056929457546,0.40729517,0.22506885,0.18222632,0,0
5383,1,Male,Male (SEX=1),2188,2,Female,Female (SEX=2),0.47090214792166835,0.07357694,0.07314741,0.0004295299999999974,0,0
5384,1,Male,Male (SEX=1),3376,2,Female,Female (SEX=2),0.4903574820692446,0.08777269,0.09634297,0.00857028,0,0
5385,1,Male,Male (SEX=1),2531,2,Female,Female (SEX=2),1.9345396694655543,0.038244955,0.043773826,0.005528871000000005,0,0
5386,1,Male,Male (SEX=1),2728,2,Female,Female (SEX=2),1.9643506707282434,0.72430634,0.3408463,0.38346004000000006,1,0
5387,1,Male,Male (SEX=1),4531,2,Female,Female (SEX=2),0.2588051425095809,0.17473212,0.2574559,0.08272378000000002,0,1
5388,1,Male,Male (SEX=1),1525,2,Female,Female (SEX=2),1.044015575149437,0.10564445,0.09309456,0.012549889999999994,0,0
5389,1,Male,Male (SEX=1),332,2,Female,Female (SEX=2),2.3736091133593518,0.4964791,0.67129385,0.17481474999999996,1,0
5390,1,Male,Male (SEX=1),1050,2,Female,Female (SEX=2),1.9187520076646434,0.13724649,0.1659685,0.028722009999999992,0,0
5391,1,Male,Male (SEX=1),4567,2,Female,Female (SEX=2),3.1934060545102176,0.024923433,0.017757453,0.007165979999999999,0,0
5392,1,Male,Male (SEX=1),785,2,Female,Female (SEX=2),1.2607307939342842,0.10104927,0.061188966,0.039860304,0,0
5393,1,Male,Male (SEX=1),5640,2,Female,Female (SEX=2),0.9837823906333276,0.085602336,0.08348776,0.002114576000000007,0,0
5394,1,Male,Male (SEX=1),608,2,Female,Female (SEX=2),3.11704779727909,0.4443502,0.38125393,0.06309626999999995,0,0
5395,1,Male,Male (SEX=1),4472,2,Female,Female (SEX=2),1.4204956350703055,0.047592737,0.048103943,0.0005112060000000002,0,0
5396,1,Male,Male (SEX=1),1405,2,Female,Female (SEX=2),0.4781121369208719,0.13843004,0.108914174,0.029515866,0,0
5397,1,Male,Male (SEX=1),941,2,Female,Female (SEX=2),1.6848489294779392,0.12647259,0.114594735,0.011877854999999993,0,0
5398,1,Male,Male (SEX=1),1557,2,Female,Female (SEX=2),6.591033215453866,0.26774767,0.062733926,0.205013744,0,0
5399,1,Male,Male (SEX=1),5115,2,Female,Female (SEX=2),1.5987210347190992,0.12544185,0.071843654,0.05359819599999999,0,0
5400,1,Male,Male (SEX=1),4589,2,Female,Female (SEX=2),7.545175234209783,0.042380348,0.032368354,0.010011993999999996,0,0
5401,1,Male,Male (SEX=1),4292,2,Female,Female (SEX=2),1.4596742493106518,0.22372137,0.23339073,0.009669359999999988,0,0
5402,1,Male,Male (SEX=1),2243,2,Female,Female (SEX=2),2.04470118252044,0.8021184,0.8082287,0.006110300000000013,1,1
5403,1,Male,Male (SEX=1),3935,2,Female,Female (SEX=2),0.5308879280038111,0.46856445,0.43511012,0.03345433000000003,0,1
5404,1,Male,Male (SEX=1),3217,2,Female,Female (SEX=2),0.830942284374902,0.05894576,0.081942864,0.022997104000000004,0,0
5405,1,Male,Male (SEX=1),3951,2,Female,Female (SEX=2),2.677987285808693,0.32663748,0.29378742,0.03285005999999996,0,0
5406,1,Male,Male (SEX=1),5647,2,Female,Female (SEX=2),0.26544396400190057,0.35317162,0.3846154,0.03144377999999998,1,0
5407,1,Male,Male (SEX=1),5822,2,Female,Female (SEX=2),1.2512916714718143,0.19880594,0.14691824,0.05188769999999998,1,0
5408,1,Male,Male (SEX=1),1713,2,Female,Female (SEX=2),1.3681430557961602,0.052037835,0.054785125,0.0027472899999999995,0,0
5409,1,Male,Male (SEX=1),1191,2,Female,Female (SEX=2),2.964695919972697,0.11187925,0.06687625,0.045003,0,0
5410,1,Male,Male (SEX=1),3948,2,Female,Female (SEX=2),0.6306354188726511,0.15732685,0.19775312,0.040426270000000014,0,1
5411,1,Male,Male (SEX=1),2173,2,Female,Female (SEX=2),2.336969506926528,0.28176752,0.27451077,0.0072567499999999785,0,1
5412,1,Male,Male (SEX=1),4478,2,Female,Female (SEX=2),1.735485519954333,0.14802758,0.13314213,0.014885449999999995,0,0
5413,1,Male,Male (SEX=1),692,2,Female,Female (SEX=2),1.257794999108131,0.08492633,0.071828395,0.013097934999999991,0,0
5414,1,Male,Male (SEX=1),3968,2,Female,Female (SEX=2),0.8671103255062984,0.070545286,0.12338502,0.052839734,0,0
5415,1,Male,Male (SEX=1),2299,2,Female,Female (SEX=2),0.8662326002850483,0.04097928,0.056459226,0.015479946000000001,0,0
5416,1,Male,Male (SEX=1),3898,2,Female,Female (SEX=2),1.5625250571489606,0.20926245,0.3574101,0.14814765000000002,0,0
5417,1,Male,Male (SEX=1),5186,2,Female,Female (SEX=2),0.4187391272697779,0.07199933,0.055968583,0.016030746999999998,0,0
5418,1,Male,Male (SEX=1),3247,2,Female,Female (SEX=2),2.6483671973963374,0.4996374,0.68097264,0.18133524,0,0
5419,1,Male,Male (SEX=1),3235,2,Female,Female (SEX=2),1.7559133362600865,0.277181,0.2621225,0.01505850000000003,0,0
5420,1,Male,Male (SEX=1),5466,2,Female,Female (SEX=2),2.708486288980354,0.041871104,0.046762627,0.004891523000000002,0,0
5421,1,Male,Male (SEX=1),1003,2,Female,Female (SEX=2),1.5771798070926284,0.7009875,0.66038334,0.04060416,1,0
5422,1,Male,Male (SEX=1),2507,2,Female,Female (SEX=2),1.946500269136933,0.14822893,0.1818538,0.03362487,1,1
5423,1,Male,Male (SEX=1),1354,2,Female,Female (SEX=2),0.9895117304234682,0.055255167,0.052131843,0.0031233240000000037,0,0
5424,1,Male,Male (SEX=1),769,2,Female,Female (SEX=2),2.100897806951322,0.69943815,0.42785835,0.2715798,1,0
5425,1,Male,Male (SEX=1),3493,2,Female,Female (SEX=2),0.9030498986934329,0.12876464,0.14771815,0.01895350999999998,0,0
5426,1,Male,Male (SEX=1),320,2,Female,Female (SEX=2),0.4779228498075574,0.054738794,0.059569348,0.004830554000000001,0,0
5427,1,Male,Male (SEX=1),2344,2,Female,Female (SEX=2),2.22088504519744,0.1530748,0.32261145,0.16953665,0,0
5428,1,Male,Male (SEX=1),2186,2,Female,Female (SEX=2),0.4168015678565594,0.15764625,0.16560192,0.007955670000000026,0,1
5429,1,Male,Male (SEX=1),5596,2,Female,Female (SEX=2),0.823892603483526,0.10294207,0.16983297,0.0668909,0,0
5430,1,Male,Male (SEX=1),441,2,Female,Female (SEX=2),2.82396765640329,0.16915844,0.28336325,0.11420481000000002,0,0
5431,1,Male,Male (SEX=1),2078,2,Female,Female (SEX=2),1.6124114933444749,0.04354307,0.03940184,0.004141230000000003,0,0
5432,1,Male,Male (SEX=1),5184,2,Female,Female (SEX=2),0.6190830148580713,0.12635246,0.10290831,0.023444149999999997,0,0
5433,1,Male,Male (SEX=1),3215,2,Female,Female (SEX=2),2.7065623080134067,0.06410871,0.052597623,0.011511086999999996,0,0
5434,1,Male,Male (SEX=1),1339,2,Female,Female (SEX=2),0.5358973924733327,0.21657334,0.17066106,0.04591228,0,0
5435,1,Male,Male (SEX=1),3774,2,Female,Female (SEX=2),2.1628831357662084,0.60606456,0.7424094,0.13634484000000002,1,1
5436,1,Male,Male (SEX=1),3966,2,Female,Female (SEX=2),0.8488047364374393,0.17701694,0.17060782,0.006409120000000018,0,1
5437,1,Male,Male (SEX=1),4587,2,Female,Female (SEX=2),1.3363505146965462,0.14043391,0.20120142,0.06076751,0,1
5438,1,Male,Male (SEX=1),5674,2,Female,Female (SEX=2),1.8341926138987166,0.7207363,0.6413921,0.07934419999999998,1,1
5439,1,Male,Male (SEX=1),2463,2,Female,Female (SEX=2),3.9559393100138243,0.07885548,0.08585377,0.00699828999999999,0,0
5440,1,Male,Male (SEX=1),3248,2,Female,Female (SEX=2),3.319297885879422,0.4666966,0.34708562,0.11961098000000003,0,1
5441,1,Male,Male (SEX=1),4699,2,Female,Female (SEX=2),3.600143720776079,0.6289641,0.4468441,0.18212,0,0
5442,1,Male,Male (SEX=1),5822,2,Female,Female (SEX=2),0.6932828894931298,0.15955143,0.14691824,0.012633189999999989,0,0
5443,1,Male,Male (SEX=1),914,2,Female,Female (SEX=2),2.3572850041498943,0.84275186,0.85255045,0.00979858999999994,1,1
5444,1,Male,Male (SEX=1),4553,2,Female,Female (SEX=2),1.5921179690714413,0.1368586,0.12200652,0.014852080000000004,0,0
5445,1,Male,Male (SEX=1),4702,2,Female,Female (SEX=2),0.529053569289309,0.15443979,0.13348947,0.020950319999999995,0,0
5446,1,Male,Male (SEX=1),5819,2,Female,Female (SEX=2),2.1015165480202436,0.17295554,0.15740052,0.015555020000000003,1,0
5447,1,Male,Male (SEX=1),1581,2,Female,Female (SEX=2),3.236605404323769,0.48225462,0.26664433,0.21561029000000004,0,0
5448,1,Male,Male (SEX=1),3530,2,Female,Female (SEX=2),2.2909463749351007,0.26902097,0.33752427,0.06850329999999999,1,0
5449,1,Male,Male (SEX=1),3998,2,Female,Female (SEX=2),1.8451365784894904,0.36145815,0.22994235,0.1315158,1,0
5450,1,Male,Male (SEX=1),3479,2,Female,Female (SEX=2),2.410398296844866,0.09630288,0.15234065,0.05603777,0,1
5451,1,Male,Male (SEX=1),4497,2,Female,Female (SEX=2),3.8467225319227554,0.4125429,0.17703038,0.23551252,1,0
5452,1,Male,Male (SEX=1),2730,2,Female,Female (SEX=2),2.294332885212997,0.083638035,0.07743877,0.0061992649999999955,1,0
5453,1,Male,Male (SEX=1),3900,2,Female,Female (SEX=2),2.3744099396906324,0.4666022,0.34168544,0.12491676000000002,0,0
5454,1,Male,Male (SEX=1),1346,2,Female,Female (SEX=2),2.593196123805258,0.7423271,0.76967293,0.027345830000000015,1,1
5455,1,Male,Male (SEX=1),384,2,Female,Female (SEX=2),1.7661231025185167,0.8716205,0.86449033,0.007130170000000047,1,1
5456,1,Male,Male (SEX=1),2511,2,Female,Female (SEX=2),2.324530233221801,0.21870585,0.2264651,0.007759249999999995,1,0
5457,1,Male,Male (SEX=1),1323,2,Female,Female (SEX=2),1.6319975020321777,0.57354707,0.7886815,0.21513443,1,1
5458,1,Male,Male (SEX=1),160,2,Female,Female (SEX=2),2.1761800875681128,0.69727635,0.7591109,0.061834550000000044,1,0
5459,1,Male,Male (SEX=1),2588,2,Female,Female (SEX=2),1.4605575986318176,0.08992521,0.06923861,0.0206866,0,0
5460,1,Male,Male (SEX=1),2464,2,Female,Female (SEX=2),1.0834472784688942,0.3265877,0.27908352,0.04750418000000001,0,1
5461,1,Male,Male (SEX=1),5753,2,Female,Female (SEX=2),3.7204089977234696,0.10887082,0.04631701,0.06255380999999999,1,0
5462,1,Male,Male (SEX=1),1538,2,Female,Female (SEX=2),2.6758551708274103,0.24356182,0.21483505,0.028726770000000013,0,0
5463,1,Male,Male (SEX=1),568,2,Female,Female (SEX=2),3.5333136295790815,0.4713617,0.44349375,0.027867949999999975,1,1
5464,1,Male,Male (SEX=1),4008,2,Female,Female (SEX=2),0.4155982957728705,0.19443828,0.39221007,0.19777179000000003,0,0
5742,1,Male,Male (SEX=1),1700,2,Female,Female (SEX=2),1.3109580346776366,0.19554937,0.15771276,0.03783660999999999,0,0
5831,1,Male,Male (SEX=1),4419,2,Female,Female (SEX=2),1.8305620964748996,0.039073188,0.03865006,0.0004231280000000018,0,0
5832,1,Male,Male (SEX=1),4373,2,Female,Female (SEX=2),2.183288267589627,0.104271166,0.17586228,0.07159111400000001,0,0
5833,1,Male,Male (SEX=1),5006,2,Female,Female (SEX=2),0.6160985744555911,0.15449674,0.16930656,0.014809820000000001,0,0
5834,1,Male,Male (SEX=1),5564,2,Female,Female (SEX=2),1.9315642058310956,0.088903375,0.07442464,0.014478735000000006,0,0
5835,1,Male,Male (SEX=1),3225,2,Female,Female (SEX=2),2.1892301442621513,0.47069538,0.4580778,0.012617580000000017,1,1
5836,1,Male,Male (SEX=1),3150,2,Female,Female (SEX=2),0.8192132147627774,0.068404414,0.05537266,0.013031754,0,0
5837,1,Male,Male (SEX=1),2076,2,Female,Female (SEX=2),3.2482083307607614,0.6558468,0.58077085,0.07507595,1,1
5838,1,Male,Male (SEX=1),2063,2,Female,Female (SEX=2),1.2754005192327105,0.21320869,0.1518806,0.06132809,0,0
5839,1,Male,Male (SEX=1),5475,2,Female,Female (SEX=2),1.0029939949197135,0.09309094,0.11736241,0.024271470000000003,0,0
5840,1,Male,Male (SEX=1),857,2,Female,Female (SEX=2),0.8639844571250399,0.25560743,0.15675557,0.09885186000000001,0,0
5841,1,Male,Male (SEX=1),1320,2,Female,Female (SEX=2),1.557733425153453,0.2826045,0.36321837,0.08061387000000003,0,0
5842,1,Male,Male (SEX=1),3013,2,Female,Female (SEX=2),0.4063087891718893,0.14170037,0.12337001,0.01833035999999999,0,0
5843,1,Male,Male (SEX=1),3018,2,Female,Female (SEX=2),2.4639702707401607,0.2864951,0.7116369,0.4251418,0,1
5844,1,Male,Male (SEX=1),4352,2,Female,Female (SEX=2),2.433618880404353,0.18456,0.05360604,0.13095396,0,0
5845,1,Male,Male (SEX=1),3721,2,Female,Female (SEX=2),2.7410746030490265,0.3304146,0.44038182,0.10996721999999998,0,1
5846,1,Male,Male (SEX=1),3679,2,Female,Female (SEX=2),3.4531953032637785,0.106417336,0.051829696,0.05458764,0,0
5847,1,Male,Male (SEX=1),3512,2,Female,Female (SEX=2),2.4100974688450596,0.7755282,0.7769735,0.0014452999999999827,1,1
5848,1,Male,Male (SEX=1),5000,2,Female,Female (SEX=2),1.582076048537142,0.084129445,0.12067422,0.036544775,1,0
5849,1,Male,Male (SEX=1),5715,2,Female,Female (SEX=2),1.1913439481769417,0.03867894,0.03739886,0.0012800800000000029,0,0
5850,1,Male,Male (SEX=1),3270,2,Female,Female (SEX=2),7.43989510020072,0.11484636,0.061404347,0.053442013,0,0
5851,1,Male,Male (SEX=1),183,2,Female,Female (SEX=2),1.8404272120930063,0.67792565,0.6995542,0.02162854999999997,0,0
5852,1,Male,Male (SEX=1),5001,2,Female,Female (SEX=2),1.8455426610382375,0.2100443,0.31560996,0.10556566000000003,0,0
5853,1,Male,Male (SEX=1),181,2,Female,Female (SEX=2),1.6676967842978498,0.7459444,0.76899314,0.023048740000000012,1,1
5854,1,Male,Male (SEX=1),4282,2,Female,Female (SEX=2),0.13585844123218233,0.24229093,0.25880894,0.01651801,0,0
5855,1,Male,Male (SEX=1),5135,2,Female,Female (SEX=2),0.854368015202542,0.23745815,0.1799368,0.05752135,1,0
5856,1,Male,Male (SEX=1),4426,2,Female,Female (SEX=2),1.8109964387367479,0.08450022,0.18554085,0.10104063,0,0
5857,1,Male,Male (SEX=1),2428,2,Female,Female (SEX=2),0.46597637024631333,0.08326275,0.08587146,0.00260871,0,0
5858,1,Male,Male (SEX=1),3795,2,Female,Female (SEX=2),1.9288166265342057,0.5188868,0.4544086,0.06447819999999999,0,0
5859,1,Male,Male (SEX=1),3707,2,Female,Female (SEX=2),1.0321263573592039,0.11039091,0.06463273,0.045758179999999996,0,0
5860,1,Male,Male (SEX=1),2156,2,Female,Female (SEX=2),0.6015076983606833,0.09308405,0.08481223,0.00827182,0,0
